QuoteID,Quote,Audience,Topic,Theme,SourceType,InspiredBy,Author,OriginalTheme
WEMP012,Your identity is larger than the worst thing another person did to you.,Women,Justice & Equality,Self-Worth,inspired_by,Know My Name,Chanel Miller,"Voice, Dignity & Survival"
WEMP013,"Feminism that ignores food, housing, safety, healthcare, and poverty leaves too many women outside its promises.",Women,Justice & Equality,Self-Worth,inspired_by,Hood Feminism,Mikki Kendall,Intersectional Feminism
WEMP014,Your body does not need to earn dignity by matching someone else's preferred shape.,Women,Love,Self-Worth,inspired_by,The Body Is Not an Apology,Sonya Renee Taylor,Body Respect & Self-Love
WEMP015,You do not need to overperform forever to prove you deserved entry into the room.,Women,Goals,Dreams,inspired_by,More Than Enough,Elaine Welteroth,Worth & Ambition
WEMP016,Confidence grows through action more reliably than through waiting to feel certain.,Women,Self-Belief,Believe in Yourself,inspired_by,The Confidence Code,Katty Kay & Claire Shipman,Confidence & Action
WEMP017,Your strengths can become limits when you rely on them after the role has changed.,Women,Career,Discipline & Action,inspired_by,How Women Rise,Sally Helgesen & Marshall Goldsmith,Career Growth & Habits
WEMP018,Your inner critic can speak loudly without being qualified to make your decisions.,Women,Purpose & Meaning,Dreams,inspired_by,Playing Big,Tara Mohr,Calling & Inner Critic
WEMP019,Professional kindness does not require making yourself easy to overlook.,Women,Career,Growth,inspired_by,Nice Girls Don't Get the Corner Office,Lois P. Frankel,Workplace Power
WEMP020,Your difference from the traditional workplace model can become an advantage rather than a flaw.,Women,Money Mindset,Dreams,inspired_by,Own It,Sallie Krawcheck,"Women, Work & Financial Power"
WEMP021,"Financial literacy is a form of independence, not a personality trait reserved for people who love spreadsheets.",Women,Money Mindset,Self-Worth,inspired_by,Financial Feminist,Tori Dunlap,Money & Independence
WEMP022,"Women building wealth changes who has the power to fund ideas, families, communities, and change.",Women,Money Mindset,Dreams,inspired_by,We Should All Be Millionaires,Rachel Rodgers,Wealth & Economic Power
WEMP023,"Financial peace grows when every part of your money life has a plan, not just your income.",Women,Money Mindset,Peace & Letting Go,inspired_by,Get Good with Money,Tiffany Aliche,Financial Security & Systems
WEMP024,High earning often begins when a woman stops treating money as proof of goodness or selfishness.,Women,Authenticity & Identity,Self-Worth,inspired_by,Secrets of Six-Figure Women,Barbara Huson,Earning & Self-Worth
WEMP025,Say yes to the opportunity that scares the version of you who has become too comfortable hiding.,Women,Courage,Courage,inspired_by,Year of Yes,Shonda Rhimes,Courage & Visibility
WEMP026,Create before you know whether anyone will applaud.,Women,Growth,Growth,inspired_by,Big Magic,Elizabeth Gilbert,Creativity & Permission
WEMP027,Stop negotiating against your own possibility before life has even answered.,Women,Self-Belief,Believe in Yourself,inspired_by,You Are a Badass,Jen Sincero,Self-Belief & Action
WEMP028,Move before hesitation turns one useful decision into an hour of avoidance.,Women,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,Action & Courage
WEMP029,Let people reveal who they are without exhausting yourself trying to edit them.,Women,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,Detachment & Boundaries
WEMP030,Being seen imperfectly can require more courage than appearing flawless.,Women,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,Vulnerability & Courage
WEMP031,Clear leadership says the difficult thing before confusion becomes culture.,Women,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,Brave Leadership
WEMP032,You do not become worthy after perfecting yourself; worth is the starting point.,Women,Authenticity & Identity,Self-Worth,inspired_by,The Gifts of Imperfection,Brené Brown,Authenticity & Worthiness
WEMP033,True belonging should not require borrowing someone else's beliefs.,Women,Authenticity & Identity,Self-Worth,inspired_by,Braving the Wilderness,Brené Brown,Belonging & Conviction
WEMP034,A boundary is not cruel simply because someone preferred unlimited access to you.,Women,Peace,Peace & Letting Go,inspired_by,"Set Boundaries, Find Peace",Nedra Glover Tawwab,Boundaries & Peace
WEMP035,Some patterns survive because they once protected you; gratitude does not require keeping them forever.,Women,Mental Health,Happiness & Gratitude,inspired_by,The Mountain Is You,Brianna Wiest,Healing & Self-Sabotage
WEMP036,Do not wait for someone else to perform the care you keep denying yourself.,Women,Rest & Recovery,Peace & Letting Go,inspired_by,Buy Yourself the F*cking Lilies,Tara Schuster,Self-Care & Self-Respect
WEMP037,Women do not have to compete for the single seat that scarcity once offered.,Women,Friendship,Dreams,inspired_by,Wolfpack,Abby Wambach,Teamwork & Women's Leadership
WEMP038,Success is too expensive when your body and mind are paying the bill.,Women,Rest & Recovery,Peace & Letting Go,inspired_by,Thrive,Arianna Huffington,Well-Being & Success
WEMP039,You can build a meaningful life even after the version you planned is no longer available.,Women,Resilience,Resilience,inspired_by,Option B,Sheryl Sandberg & Adam Grant,Resilience & Recovery
WEMP040,Pay attention to the truths life keeps teaching you in different disguises.,Women,Authenticity & Identity,Self-Worth,inspired_by,What I Know for Sure,Oprah Winfrey,Self-Worth & Wisdom
WEMP041,Purpose becomes easier to see when you notice what consistently makes you feel useful and alive.,Women,Purpose & Meaning,Dreams,inspired_by,The Path Made Clear,Oprah Winfrey,Purpose & Direction
WEMP042,"Love should be measured by care, respect, honesty, and responsibility—not merely by intensity.",Women,Love,Self-Worth,inspired_by,All About Love,bell hooks,Love & Self-Respect
WEMP043,"Protect the part of you that knows when something feels alive, dangerous, false, or necessary.",Women,Authenticity & Identity,Growth,inspired_by,Women Who Run With the Wolves,Clarissa Pinkola Estés,Instinct & Inner Life
WEMP044,"Creative freedom needs time, privacy, resources, and the right to take your own mind seriously.",Women,Authenticity & Identity,Growth,inspired_by,A Room of One's Own,Virginia Woolf,Independence & Creative Freedom
WEMP045,"Women should be educated as thinking citizens, not trained merely to attract approval.",Women,Justice & Equality,Self-Worth,inspired_by,A Vindication of the Rights of Woman,Mary Wollstonecraft,Education & Equality
WEMP046,Leadership does not need to imitate hierarchy to create strong results.,Women,Fitness,Dreams,inspired_by,The Female Advantage,Sally Helgesen,Women & Leadership Strengths
WEMP047,"Care about people enough to tell them the truth they need, not only the praise they enjoy.",Women,Communication & Social Skills,Happiness & Gratitude,inspired_by,Radical Candor,Kim Scott,Communication & Leadership
WEMP048,Change becomes smarter when you leave familiar rooms and listen to people living different realities.,Women,Justice & Equality,Growth,inspired_by,My Life on the Road,Gloria Steinem,Activism & Listening
WEMP049,"When women are missing from the data, inequality can hide inside decisions that look neutral.",Women,Justice & Equality,Self-Worth,inspired_by,Invisible Women,Caroline Criado Perez,"Data, Design & Equality"
WEMP050,You do not have to perform ideological perfection before caring about women's freedom.,Women,Justice & Equality,Self-Worth,inspired_by,Bad Feminist,Roxane Gay,Imperfect Feminism & Culture
WEMP051,Ambition does not become arrogance simply because a woman owns it out loud.,Women,Leadership,Dreams,inspired_by,Lean In,Sheryl Sandberg,Career & Leadership
WEMP052,Stop building a life that looks acceptable if it feels unlivable from the inside.,Women,Authenticity & Identity,Self-Worth,inspired_by,Untamed,Glennon Doyle,Authenticity & Freedom
WEMP053,Carry your roots with pride without letting anyone use them to limit your destination.,Women,Authenticity & Identity,Becoming,inspired_by,Becoming,Michelle Obama,Identity & Becoming
WEMP054,Keep a few practices that steady you when the world becomes louder than your own voice.,Women,Fitness,Self-Worth,inspired_by,The Light We Carry,Michelle Obama,Confidence & Inner Strength
WEMP055,A woman's success should not require an explanation that a man's success never needs.,Women,Justice & Equality,Self-Worth,inspired_by,We Should All Be Feminists,Chimamanda Ngozi Adichie,Equality & Voice
WEMP056,Teach competence before teaching prettiness as a source of value.,Women,Growth,Growth,inspired_by,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,Raising Empowered Girls
WEMP057,Power structures do not become neutral simply because women learn to survive inside them.,Women,Justice & Equality,Self-Worth,inspired_by,Women & Power,Mary Beard,Power & Public Voice
WEMP058,Bias often hides inside descriptions of style while pretending to evaluate competence.,Women,Justice & Equality,Dreams,inspired_by,Women and Leadership,Julia Gillard & Ngozi Okonjo-Iweala,Leadership & Gender Bias
WEMP059,"Equality is practical: it changes who eats, who learns, who earns, who decides, and who survives.",Women,Justice & Equality,Self-Worth,inspired_by,The Moment of Lift,Melinda French Gates,Global Equality & Opportunity
WEMP060,Your voice does not need to be the loudest to challenge something deeply unjust.,Women,Study & Learning,Courage,inspired_by,I Am Malala,Malala Yousafzai & Christina Lamb,Education & Courage
WEMP061,You can love where you came from and still decide not to remain confined by it.,Women,Study & Learning,Self-Worth,inspired_by,Educated,Tara Westover,Education & Self-Invention
WEMP062,"Survival includes reclaiming your name, your language, and your right to define what happened.",Women,Justice & Equality,Self-Worth,inspired_by,Know My Name,Chanel Miller,"Voice, Dignity & Survival"
WEMP063,Empowerment must reach women whose problems are not fashionable enough for mainstream attention.,Women,Justice & Equality,Self-Worth,inspired_by,Hood Feminism,Mikki Kendall,Intersectional Feminism
WEMP064,Self-respect becomes radical when entire industries profit from teaching women to dislike themselves.,Women,Love,Self-Worth,inspired_by,The Body Is Not an Apology,Sonya Renee Taylor,Body Respect & Self-Love
WEMP065,Being first can be historic and exhausting; your humanity still matters after the breakthrough.,Women,Goals,Dreams,inspired_by,More Than Enough,Elaine Welteroth,Worth & Ambition
WEMP066,Women do not need perfect preparation before taking the same risks others take with partial readiness.,Women,Self-Belief,Believe in Yourself,inspired_by,The Confidence Code,Katty Kay & Claire Shipman,Confidence & Action
WEMP067,Do not expect excellent work to advertise itself; learn to communicate your contribution.,Women,Career,Discipline & Action,inspired_by,How Women Rise,Sally Helgesen & Marshall Goldsmith,Career Growth & Habits
WEMP068,Do not wait for fear to disappear before answering work that feels meaningful.,Women,Purpose & Meaning,Dreams,inspired_by,Playing Big,Tara Mohr,Calling & Inner Critic
WEMP069,Stop softening every statement until your expertise sounds like a suggestion.,Women,Career,Growth,inspired_by,Nice Girls Don't Get the Corner Office,Lois P. Frankel,Workplace Power
WEMP070,Women gain leverage when they understand both the business and the money behind their careers.,Women,Money Mindset,Dreams,inspired_by,Own It,Sallie Krawcheck,"Women, Work & Financial Power"
WEMP071,"Women should be taught to build wealth, not merely to feel guilty about spending.",Women,Money Mindset,Dreams,inspired_by,Financial Feminist,Tori Dunlap,Money & Independence
WEMP072,Do not make your financial goals smaller simply to sound more acceptable.,Women,Money Mindset,Dreams,inspired_by,We Should All Be Millionaires,Rachel Rodgers,Wealth & Economic Power
WEMP073,"Debt is a problem to solve, not a character judgment.",Women,Money Mindset,Dreams,inspired_by,Get Good with Money,Tiffany Aliche,Financial Security & Systems
WEMP074,Ask what your work is worth before asking what feels polite to request.,Women,Authenticity & Identity,Self-Worth,inspired_by,Secrets of Six-Figure Women,Barbara Huson,Earning & Self-Worth
WEMP075,Visibility becomes less frightening each time you survive being seen.,Women,Courage,Courage,inspired_by,Year of Yes,Shonda Rhimes,Courage & Visibility
WEMP076,Your imagination does not need a business case before it deserves time.,Women,Growth,Dreams,inspired_by,Big Magic,Elizabeth Gilbert,Creativity & Permission
WEMP077,Your self-talk should not be the loudest person discouraging you.,Women,Self-Belief,Believe in Yourself,inspired_by,You Are a Badass,Jen Sincero,Self-Belief & Action
WEMP078,"Confidence is often the reward for action, not the requirement for it.",Women,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,Action & Courage
WEMP079,Not every misunderstanding requires a campaign to restore your image.,Women,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,Detachment & Boundaries
WEMP080,Vulnerability is not weakness when it is the price of honest connection and brave work.,Women,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,Vulnerability & Courage
WEMP081,"Trust is built through repeated behaviours, not inspiring slogans.",Women,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,Brave Leadership
WEMP082,Belonging that requires performance is another form of loneliness.,Women,Authenticity & Identity,Discipline & Action,inspired_by,The Gifts of Imperfection,Brené Brown,Authenticity & Worthiness
WEMP083,Stand alone when necessary without turning solitude into superiority.,Women,Authenticity & Identity,Self-Worth,inspired_by,Braving the Wilderness,Brené Brown,Belonging & Conviction
WEMP084,Say what you need before resentment becomes the only language left.,Women,Peace,Peace & Letting Go,inspired_by,"Set Boundaries, Find Peace",Nedra Glover Tawwab,Boundaries & Peace
WEMP085,"Stop calling yourself lazy when fear, grief, or self-protection may be underneath the delay.",Women,Mental Health,Dreams,inspired_by,The Mountain Is You,Brianna Wiest,Healing & Self-Sabotage
WEMP086,Small rituals can teach your nervous system that your life deserves tenderness.,Women,Rest & Recovery,Peace & Letting Go,inspired_by,Buy Yourself the F*cking Lilies,Tara Schuster,Self-Care & Self-Respect
WEMP087,"Build tables, teams, and networks where more women can win together.",Women,Friendship,Dreams,inspired_by,Wolfpack,Abby Wambach,Teamwork & Women's Leadership
WEMP088,"Sleep, wisdom, connection, and wonder belong inside a serious definition of achievement.",Women,Rest & Recovery,Peace & Letting Go,inspired_by,Thrive,Arianna Huffington,Well-Being & Success
WEMP089,"Resilience is strengthened by support, honesty, and permission to grieve without a timetable.",Women,Resilience,Resilience,inspired_by,Option B,Sheryl Sandberg & Adam Grant,Resilience & Recovery
WEMP090,Your life improves when gratitude becomes a practice instead of a reaction to perfect circumstances.,Women,Authenticity & Identity,Happiness & Gratitude,inspired_by,What I Know for Sure,Oprah Winfrey,Self-Worth & Wisdom
WEMP091,Your next step does not need to reveal the entire path.,Women,Purpose & Meaning,Dreams,inspired_by,The Path Made Clear,Oprah Winfrey,Purpose & Direction
WEMP092,A woman should not have to accept control in order to call a relationship loving.,Women,Love,Peace & Letting Go,inspired_by,All About Love,bell hooks,Love & Self-Respect
WEMP093,A woman's instincts weaken when she is repeatedly taught to distrust them.,Women,Authenticity & Identity,Growth,inspired_by,Women Who Run With the Wolves,Clarissa Pinkola Estés,Instinct & Inner Life
WEMP094,Talent struggles to grow where a woman has no space that belongs to her.,Women,Authenticity & Identity,Growth,inspired_by,A Room of One's Own,Virginia Woolf,Independence & Creative Freedom
WEMP095,Equality becomes impossible when girls are praised for obedience more than judgment.,Women,Justice & Equality,Self-Worth,inspired_by,A Vindication of the Rights of Woman,Mary Wollstonecraft,Education & Equality
WEMP096,"Collaboration, information-sharing, and relationship-building can be strategic strengths rather than soft extras.",Women,Fitness,Self-Worth,inspired_by,The Female Advantage,Sally Helgesen,Women & Leadership Strengths
WEMP097,Direct feedback can be respectful when dignity and clarity stay in the conversation.,Women,Communication & Social Skills,Dreams,inspired_by,Radical Candor,Kim Scott,Communication & Leadership
WEMP098,"Movements grow through conversation, travel, organizing, and the willingness to keep learning.",Women,Justice & Equality,Growth,inspired_by,My Life on the Road,Gloria Steinem,Activism & Listening
WEMP099,Design for the average human fails when the average is quietly assumed to be male.,Women,Justice & Equality,Self-Worth,inspired_by,Invisible Women,Caroline Criado Perez,"Data, Design & Equality"
WEMP100,Contradictions do not automatically cancel your commitment to equality.,Women,Justice & Equality,Self-Worth,inspired_by,Bad Feminist,Roxane Gay,Imperfect Feminism & Culture
