QuoteID,Quote,Audience,Topic,Theme,SourceType,InspiredBy,Author,OriginalTheme
WEMP129,You find more peace when you stop trying to manage other people’s choices.,Women,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,Detachment & Boundaries
WEMP130,"Hiding may feel safe, but shame should not decide how small your life becomes.",Women,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,Vulnerability & Courage
WEMP131,A strong leader can say “I don’t know yet” and still take responsibility.,Women,Leadership,Courage,inspired_by,Dare to Lead,Brené Brown,Brave Leadership
WEMP132,You do not have to exhaust yourself before you are allowed to rest.,Women,Authenticity & Identity,Peace & Letting Go,inspired_by,The Gifts of Imperfection,Brené Brown,Authenticity & Worthiness
WEMP133,Your values matter most when following them makes you stand apart.,Women,Authenticity & Identity,Self-Worth,inspired_by,Braving the Wilderness,Brené Brown,Belonging & Conviction
WEMP134,"Protect your time, energy, body, money, and attention with clear boundaries.",Women,Peace,Peace & Letting Go,inspired_by,"Set Boundaries, Find Peace",Nedra Glover Tawwab,Boundaries & Peace
WEMP135,Familiar pain is still pain. Growth may mean choosing something new.,Women,Mental Health,Growth,inspired_by,The Mountain Is You,Brianna Wiest,Healing & Self-Sabotage
WEMP136,Care for yourself like your well-being actually matters.,Women,Rest & Recovery,Peace & Letting Go,inspired_by,Buy Yourself the F*cking Lilies,Tara Schuster,Self-Care & Self-Respect
WEMP137,A failure can teach you without becoming the story of who you are.,Women,Friendship,Resilience,inspired_by,Wolfpack,Abby Wambach,Teamwork & Women's Leadership
WEMP138,Burnout is not proof that you care more or work harder.,Women,Rest & Recovery,Peace & Letting Go,inspired_by,Thrive,Arianna Huffington,Well-Being & Success
WEMP139,You can be grateful and still admit that something hurts.,Women,Resilience,Resilience,inspired_by,Option B,Sheryl Sandberg & Adam Grant,Resilience & Recovery
WEMP140,Do not let strangers decide how worthy you feel.,Women,Authenticity & Identity,Self-Worth,inspired_by,What I Know for Sure,Oprah Winfrey,Self-Worth & Wisdom
WEMP141,Notice the work that feels meaningful even when no one applauds it.,Women,Purpose & Meaning,Dreams,inspired_by,The Path Made Clear,Oprah Winfrey,Purpose & Direction
WEMP142,Self-love also means refusing to speak to yourself in ways that make you smaller.,Women,Love,Self-Worth,inspired_by,All About Love,bell hooks,Love & Self-Respect
WEMP143,Make room for creativity when responsibilities have made life feel too quiet.,Women,Authenticity & Identity,Growth,inspired_by,Women Who Run With the Wolves,Clarissa Pinkola Estés,Instinct & Inner Life
WEMP144,"Financial independence gives women more freedom to think, create, stay, or leave.",Women,Authenticity & Identity,Growth,inspired_by,A Room of One's Own,Virginia Woolf,Independence & Creative Freedom
WEMP145,Give women knowledge and responsibility instead of keeping them dependent.,Women,Justice & Equality,Self-Worth,inspired_by,A Vindication of the Rights of Woman,Mary Wollstonecraft,Education & Equality
WEMP146,Your leadership style does not have to copy old rules to be effective.,Women,Fitness,Dreams,inspired_by,The Female Advantage,Sally Helgesen,Women & Leadership Strengths
WEMP147,You can be kind and clear at the same time.,Women,Communication & Social Skills,Dreams,inspired_by,Radical Candor,Kim Scott,Communication & Leadership
WEMP148,"Women’s stories can give other women courage, ideas, and a sense of possibility.",Women,Justice & Equality,Peace & Letting Go,inspired_by,My Life on the Road,Gloria Steinem,Activism & Listening
WEMP149,"Better data about women leads to safer products, policies, medicine, and public spaces.",Women,Justice & Equality,Self-Worth,inspired_by,Invisible Women,Caroline Criado Perez,"Data, Design & Equality"
WEMP150,You can enjoy parts of culture and still question the parts that are unfair.,Women,Justice & Equality,Happiness & Gratitude,inspired_by,Bad Feminist,Roxane Gay,Imperfect Feminism & Culture
WEMP151,"Ask for the opportunity, the raise, the support, and the recognition you need.",Women,Leadership,Courage,inspired_by,Lean In,Sheryl Sandberg,Career & Leadership
WEMP152,You are allowed to disappoint expectations that require you to betray yourself.,Women,Authenticity & Identity,Self-Worth,inspired_by,Untamed,Glennon Doyle,Authenticity & Freedom
WEMP153,You do not have to make yourself smaller to feel welcome in a new room.,Women,Authenticity & Identity,Becoming,inspired_by,Becoming,Michelle Obama,Identity & Becoming
WEMP154,Your confidence does not need someone else to feel less confident.,Women,Fitness,Believe in Yourself,inspired_by,The Light We Carry,Michelle Obama,Confidence & Inner Strength
WEMP155,Being a woman should never limit the size of your life.,Women,Justice & Equality,Self-Worth,inspired_by,We Should All Be Feminists,Chimamanda Ngozi Adichie,Equality & Voice
WEMP156,Teach girls to recognize unfairness so they do not mistake it for normal.,Women,Growth,Self-Worth,inspired_by,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,Raising Empowered Girls
WEMP157,The same confidence should not be praised in men and punished in women.,Women,Justice & Equality,Self-Worth,inspired_by,Women & Power,Mary Beard,Power & Public Voice
WEMP158,Other people’s unfair judgment does not get to decide how capable you are.,Women,Justice & Equality,Dreams,inspired_by,Women and Leadership,Julia Gillard & Ngozi Okonjo-Iweala,Leadership & Gender Bias
WEMP159,"Supporting women means removing unfair barriers, not asking women to work around them forever.",Women,Justice & Equality,Self-Worth,inspired_by,The Moment of Lift,Melinda French Gates,Global Equality & Opportunity
WEMP160,Sometimes courage is continuing to learn when someone would rather keep you uninformed.,Women,Study & Learning,Peace & Letting Go,inspired_by,I Am Malala,Malala Yousafzai & Christina Lamb,Education & Courage
WEMP161,Outgrowing an old version of yourself can feel uncomfortable before it feels freeing.,Women,Study & Learning,Becoming,inspired_by,Educated,Tara Westover,Education & Self-Invention
WEMP162,Survivors should not have to be perfect before people believe them.,Women,Justice & Equality,Self-Worth,inspired_by,Know My Name,Chanel Miller,"Voice, Dignity & Survival"
WEMP163,A movement is not truly inclusive if the women with the least power are always told to wait.,Women,Justice & Equality,Self-Worth,inspired_by,Hood Feminism,Mikki Kendall,Intersectional Feminism
WEMP164,Caring about your health should never require hating your body.,Women,Love,Self-Worth,inspired_by,The Body Is Not an Apology,Sonya Renee Taylor,Body Respect & Self-Love
WEMP165,The parts of you that are different are not flaws you need to hide at work.,Women,Goals,Dreams,inspired_by,More Than Enough,Elaine Welteroth,Worth & Ambition
WEMP166,One mistake does not mean you don’t belong. It means you’re still learning.,Women,Self-Belief,Believe in Yourself,inspired_by,The Confidence Code,Katty Kay & Claire Shipman,Confidence & Action
WEMP167,"More knowledge is not always the next step. Sometimes you need to lead, delegate, and be seen.",Women,Career,Discipline & Action,inspired_by,How Women Rise,Sally Helgesen & Marshall Goldsmith,Career Growth & Habits
WEMP168,"Feedback can help you grow, but not every opinion deserves to guide your life.",Women,Purpose & Meaning,Dreams,inspired_by,Playing Big,Tara Mohr,Calling & Inner Critic
WEMP169,Say what you need clearly instead of hoping people will guess.,Women,Career,Peace & Letting Go,inspired_by,Nice Girls Don't Get the Corner Office,Lois P. Frankel,Workplace Power
WEMP170,"Career power grows when you build strong relationships, negotiate well, understand money, and create ownership.",Women,Money Mindset,Dreams,inspired_by,Own It,Sallie Krawcheck,"Women, Work & Financial Power"
WEMP171,Asking for fair pay is not greedy. Your work has value.,Women,Money Mindset,Self-Worth,inspired_by,Financial Feminist,Tori Dunlap,Money & Independence
WEMP172,Charging too little is not humility if it makes your work impossible to sustain.,Women,Money Mindset,Dreams,inspired_by,We Should All Be Millionaires,Rachel Rodgers,Wealth & Economic Power
WEMP173,Make good money habits automatic so your future is protected even on busy days.,Women,Money Mindset,Dreams,inspired_by,Get Good with Money,Tiffany Aliche,Financial Security & Systems
WEMP174,Wanting to earn more does not make you ungrateful.,Women,Authenticity & Identity,Happiness & Gratitude,inspired_by,Secrets of Six-Figure Women,Barbara Huson,Earning & Self-Worth
WEMP175,Courage can start with saying yes to one opportunity you would normally avoid.,Women,Courage,Courage,inspired_by,Year of Yes,Shonda Rhimes,Courage & Visibility
WEMP176,Create because you want to. Not everything you make has to prove something.,Women,Growth,Growth,inspired_by,Big Magic,Elizabeth Gilbert,Creativity & Permission
WEMP177,Wanting more for your life does not mean you are ungrateful for what you already have.,Women,Self-Belief,Believe in Yourself,inspired_by,You Are a Badass,Jen Sincero,Self-Belief & Action
WEMP178,"When fear makes you freeze, take one small physical step forward.",Women,Courage,Discipline & Action,inspired_by,The 5 Second Rule,Mel Robbins,Action & Courage
WEMP179,People can disapprove. You still get to choose the life that fits you.,Women,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,Detachment & Boundaries
WEMP180,Courage is showing up even when you do not know how people will respond.,Women,Courage,Courage,inspired_by,Daring Greatly,Brené Brown,Vulnerability & Courage
WEMP181,Good feedback can be honest without making someone feel small.,Women,Leadership,Discipline & Action,inspired_by,Dare to Lead,Brené Brown,Brave Leadership
WEMP182,"Build a life that feels true to you, not just one that looks good from the outside.",Women,Authenticity & Identity,Self-Worth,inspired_by,The Gifts of Imperfection,Brené Brown,Authenticity & Worthiness
WEMP183,Do not give up what you believe just to be accepted for a moment.,Women,Authenticity & Identity,Self-Worth,inspired_by,Braving the Wilderness,Brené Brown,Belonging & Conviction
WEMP184,Someone can dislike your boundary and still be expected to respect it.,Women,Peace,Peace & Letting Go,inspired_by,"Set Boundaries, Find Peace",Nedra Glover Tawwab,Boundaries & Peace
WEMP185,A trigger can tell you something without telling you what to do.,Women,Mental Health,Growth,inspired_by,The Mountain Is You,Brianna Wiest,Healing & Self-Sabotage
WEMP186,Self-care can look like finally dealing with the mess you keep avoiding.,Women,Rest & Recovery,Peace & Letting Go,inspired_by,Buy Yourself the F*cking Lilies,Tara Schuster,Self-Care & Self-Respect
WEMP187,"Leadership starts when you take responsibility, help others, and act without waiting for a title.",Women,Friendship,Dreams,inspired_by,Wolfpack,Abby Wambach,Teamwork & Women's Leadership
WEMP188,No job should require you to ruin your health to prove you care.,Women,Rest & Recovery,Peace & Letting Go,inspired_by,Thrive,Arianna Huffington,Well-Being & Success
WEMP189,Finding joy again does not erase or disrespect what you lost.,Women,Resilience,Resilience,inspired_by,Option B,Sheryl Sandberg & Adam Grant,Resilience & Recovery
WEMP190,"Pay attention to what gives you energy, peace, and a sense of being fully alive.",Women,Authenticity & Identity,Peace & Letting Go,inspired_by,What I Know for Sure,Oprah Winfrey,Self-Worth & Wisdom
WEMP191,"You find direction by listening to yourself, trying things, and noticing what keeps calling you back.",Women,Purpose & Meaning,Dreams,inspired_by,The Path Made Clear,Oprah Winfrey,Purpose & Direction
WEMP192,Care without respect is not healthy love.,Women,Love,Self-Worth,inspired_by,All About Love,bell hooks,Love & Self-Respect
WEMP193,A path can look right to everyone else and still feel wrong for you.,Women,Authenticity & Identity,Growth,inspired_by,Women Who Run With the Wolves,Clarissa Pinkola Estés,Instinct & Inner Life
WEMP194,"Inspiration is not enough. Women also need time, money, space, and freedom to do their work.",Women,Authenticity & Identity,Growth,inspired_by,A Room of One's Own,Virginia Woolf,Independence & Creative Freedom
WEMP195,Clear thinking does not belong to one gender.,Women,Justice & Equality,Self-Worth,inspired_by,A Vindication of the Rights of Woman,Mary Wollstonecraft,Education & Equality
WEMP196,"Leadership can be about connecting people, not just giving orders.",Women,Fitness,Dreams,inspired_by,The Female Advantage,Sally Helgesen,Women & Leadership Strengths
WEMP197,"Avoiding hard feedback may feel kind, but it can keep someone from growing.",Women,Communication & Social Skills,Dreams,inspired_by,Radical Candor,Kim Scott,Communication & Leadership
WEMP198,Good leaders listen long enough to let other people’s experiences change their thinking.,Women,Justice & Equality,Dreams,inspired_by,My Life on the Road,Gloria Steinem,Activism & Listening
WEMP199,"Before trusting a solution for everyone, ask who was included in the data.",Women,Justice & Equality,Self-Worth,inspired_by,Invisible Women,Caroline Criado Perez,"Data, Design & Equality"
WEMP200,You do not have to be perfect before you speak up about something unfair.,Women,Justice & Equality,Self-Worth,inspired_by,Bad Feminist,Roxane Gay,Imperfect Feminism & Culture
