QuoteID,Quote,Audience,Topic,Theme,SourceType,InspiredBy,Author,OriginalTheme
SG292,Increase your ability to earn while learning to keep more of what you earn.,All,Money Mindset,Dreams,inspired_by,The Richest Man in Babylon,George S. Clason,Saving & Wealth Building
SG293,Seek advice from people who are competent in the thing you are asking about.,All,Money Mindset,Dreams,inspired_by,The Richest Man in Babylon,George S. Clason,Saving & Wealth Building
SG294,Wealth grows through discipline before it grows through abundance.,All,Money Mindset,Discipline & Action,inspired_by,The Richest Man in Babylon,George S. Clason,Saving & Wealth Building
SG295,Live below your means without living below your values.,All,Money Mindset,Dreams,inspired_by,The Richest Man in Babylon,George S. Clason,Saving & Wealth Building
SG296,Not every opinion about you deserves a role in your decisions.,All,Relationships,Self-Worth,inspired_by,The Courage to Be Disliked,Ichiro Kishimi & Fumitake Koga,Freedom & Relationships
SG297,Freedom often requires tolerating the possibility that someone may disapprove.,All,Relationships,Self-Worth,inspired_by,The Courage to Be Disliked,Ichiro Kishimi & Fumitake Koga,Freedom & Relationships
SG298,Separate what belongs to your responsibility from what belongs to another person's.,All,Relationships,Self-Worth,inspired_by,The Courage to Be Disliked,Ichiro Kishimi & Fumitake Koga,Freedom & Relationships
SG299,"Your past influences you, but it does not have to dictate every future action.",All,Relationships,Self-Worth,inspired_by,The Courage to Be Disliked,Ichiro Kishimi & Fumitake Koga,Freedom & Relationships
SG300,Healthy relationships weaken when life becomes a competition for superiority.,All,Relationships,Self-Worth,inspired_by,The Courage to Be Disliked,Ichiro Kishimi & Fumitake Koga,Freedom & Relationships
SG301,Contribution can create meaning without requiring constant praise.,All,Relationships,Self-Worth,inspired_by,The Courage to Be Disliked,Ichiro Kishimi & Fumitake Koga,Freedom & Relationships
SG302,Choose how to live now instead of making your history the only explanation available.,All,Relationships,Self-Worth,inspired_by,The Courage to Be Disliked,Ichiro Kishimi & Fumitake Koga,Freedom & Relationships
SG303,"You are the one noticing the thought, which means the thought is not the whole of you.",All,Peace,Growth,inspired_by,The Untethered Soul,Michael A. Singer,Awareness & Inner Freedom
SG304,Inner freedom grows when every emotion does not require immediate obedience.,All,Peace,Growth,inspired_by,The Untethered Soul,Michael A. Singer,Awareness & Inner Freedom
SG305,Let experiences move through you instead of building a permanent home for them.,All,Peace,Growth,inspired_by,The Untethered Soul,Michael A. Singer,Awareness & Inner Freedom
SG306,Notice the voice in your head without believing every argument it makes.,All,Peace,Self-Worth,inspired_by,The Untethered Soul,Michael A. Singer,Awareness & Inner Freedom
SG307,Clinging to comfort can make life smaller than necessary.,All,Peace,Growth,inspired_by,The Untethered Soul,Michael A. Singer,Awareness & Inner Freedom
SG308,Awareness creates room around difficult feelings.,All,Peace,Growth,inspired_by,The Untethered Soul,Michael A. Singer,Awareness & Inner Freedom
SG309,Release becomes easier when you stop demanding that every event match your preferences.,All,Peace,Growth,inspired_by,The Untethered Soul,Michael A. Singer,Awareness & Inner Freedom
SG310,Happiness often improves through ordinary adjustments rather than dramatic reinvention.,All,Discipline,Discipline & Action,inspired_by,The Happiness Project,Gretchen Rubin,Happiness & Habits
SG311,Know yourself well enough to choose habits that fit your actual nature.,All,Discipline,Discipline & Action,inspired_by,The Happiness Project,Gretchen Rubin,Happiness & Habits
SG312,Small sources of joy deserve space on a serious calendar.,All,Discipline,Discipline & Action,inspired_by,The Happiness Project,Gretchen Rubin,Happiness & Habits
SG313,Relationships improve when appreciation becomes more visible.,All,Discipline,Discipline & Action,inspired_by,The Happiness Project,Gretchen Rubin,Happiness & Habits
SG314,"Energy, order, and attention can change the emotional texture of a home.",All,Discipline,Discipline & Action,inspired_by,The Happiness Project,Gretchen Rubin,Happiness & Habits
SG315,Do not postpone happiness until every larger goal is finished.,All,Discipline,Discipline & Action,inspired_by,The Happiness Project,Gretchen Rubin,Happiness & Habits
SG316,Experiment with your life instead of assuming one formula works for everyone.,All,Discipline,Discipline & Action,inspired_by,The Happiness Project,Gretchen Rubin,Happiness & Habits
SG317,Happiness can support performance instead of waiting until performance is complete.,All,Execution,Discipline & Action,inspired_by,The Happiness Advantage,Shawn Achor,Positive Psychology & Performance
SG318,Train attention to notice progress and possibility alongside threat.,All,Execution,Discipline & Action,inspired_by,The Happiness Advantage,Shawn Achor,Positive Psychology & Performance
SG319,Small positive habits can improve resilience when pressure rises.,All,Execution,Discipline & Action,inspired_by,The Happiness Advantage,Shawn Achor,Positive Psychology & Performance
SG320,"Social connection is an advantage, not a distraction from success.",All,Execution,Discipline & Action,inspired_by,The Happiness Advantage,Shawn Achor,Positive Psychology & Performance
SG321,Your interpretation of stress can influence how effectively you respond to it.,All,Execution,Discipline & Action,inspired_by,The Happiness Advantage,Shawn Achor,Positive Psychology & Performance
SG322,Success is easier to sustain when well-being is treated as fuel rather than a prize.,All,Execution,Discipline & Action,inspired_by,The Happiness Advantage,Shawn Achor,Positive Psychology & Performance
SG323,Positive emotion can broaden the range of solutions your mind is willing to see.,All,Execution,Discipline & Action,inspired_by,The Happiness Advantage,Shawn Achor,Positive Psychology & Performance
SG324,Treat your life like a prototype: test ideas before demanding certainty.,All,Career,Dreams,inspired_by,Designing Your Life,Bill Burnett & Dave Evans,Career & Life Design
SG325,Several futures can be good; you do not need one perfect calling.,All,Career,Dreams,inspired_by,Designing Your Life,Bill Burnett & Dave Evans,Career & Life Design
SG326,Curiosity creates more options than waiting for a flawless plan.,All,Career,Dreams,inspired_by,Designing Your Life,Bill Burnett & Dave Evans,Career & Life Design
SG327,Notice which activities give you energy and which consistently drain it.,All,Career,Dreams,inspired_by,Designing Your Life,Bill Burnett & Dave Evans,Career & Life Design
SG328,Reframe problems that cannot be solved in their current definition.,All,Career,Dreams,inspired_by,Designing Your Life,Bill Burnett & Dave Evans,Career & Life Design
SG329,Small experiments can answer career questions better than endless speculation.,All,Career,Dreams,inspired_by,Designing Your Life,Bill Burnett & Dave Evans,Career & Life Design
SG330,Build forward from what you learn instead of judging every path by whether it was the original plan.,All,Career,Dreams,inspired_by,Designing Your Life,Bill Burnett & Dave Evans,Career & Life Design
SG331,Creativity returns when judgment is not allowed to interrupt every beginning.,All,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,Creativity & Recovery
SG332,Write before your inner critic has organized the meeting.,All,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,Creativity & Recovery
SG333,Protect time to make things that do not need to impress anyone.,All,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,Creativity & Recovery
SG334,"Creative confidence grows through practice, play, and permission.",All,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,Creativity & Recovery
SG335,Pay attention to what delights you; curiosity can reopen blocked creative paths.,All,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,Creativity & Recovery
SG336,Your work can be imperfect and still be alive.,All,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,Creativity & Recovery
SG337,Create regularly enough that inspiration no longer has to arrive on command.,All,Resilience,Resilience,inspired_by,The Artist's Way,Julia Cameron,Creativity & Recovery
SG338,Sleep is not lost time; it is biological preparation for tomorrow.,All,Rest & Recovery,Peace & Letting Go,inspired_by,Why We Sleep,Matthew Walker,Sleep & Well-being
SG339,Protect your bedtime with the seriousness you give important appointments.,All,Rest & Recovery,Peace & Letting Go,inspired_by,Why We Sleep,Matthew Walker,Sleep & Well-being
SG340,Performance declines when recovery is treated as optional.,All,Rest & Recovery,Discipline & Action,inspired_by,Why We Sleep,Matthew Walker,Sleep & Well-being
SG341,"A rested brain learns, regulates emotion, and makes decisions differently.",All,Rest & Recovery,Peace & Letting Go,inspired_by,Why We Sleep,Matthew Walker,Sleep & Well-being
SG342,Consistency in sleep can matter as much as ambition in waking hours.,All,Rest & Recovery,Discipline & Action,inspired_by,Why We Sleep,Matthew Walker,Sleep & Well-being
SG343,Do not repeatedly borrow from sleep and expect your body never to collect.,All,Rest & Recovery,Peace & Letting Go,inspired_by,Why We Sleep,Matthew Walker,Sleep & Well-being
SG344,"Recovery is part of productivity, not its opposite.",All,Rest & Recovery,Discipline & Action,inspired_by,Why We Sleep,Matthew Walker,Sleep & Well-being
SG345,"A meaningful life can be built from useful work, relationships, movement, and simple daily joy.",All,Purpose & Meaning,Happiness & Gratitude,inspired_by,Ikigai,Héctor García & Francesc Miralles,Purpose & Longevity
SG346,Purpose does not always arrive as a dramatic revelation; sometimes it is a reason to get up tomorrow.,All,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,Purpose & Longevity
SG347,Stay connected to people who make life feel shared.,All,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,Purpose & Longevity
SG348,"Keep doing work that engages your hands, mind, or heart.",All,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,Purpose & Longevity
SG349,Small pleasures can support a long life when they are noticed and repeated.,All,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,Purpose & Longevity
SG350,Movement woven into daily living can be more sustainable than occasional intensity.,All,Purpose & Meaning,Dreams,inspired_by,Ikigai,Héctor García & Francesc Miralles,Purpose & Longevity
